date,n_listings
2020-10-1,1150
2020-7-1,1465
2020-8-1,1360
2020-9-1,1255
2020-6-1,1571
2020-5-1,1611
2020-4-1,1669
2020-3-1,1724
2020-2-1,1745
2020-1-1,1744
2019-12-1,1758
2019-11-1,1791
2019-10-1,1754
2019-9-1,1772
2019-8-1,1761
2019-7-1,1759
2019-6-1,1744
2019-5-1,1685
2019-4-1,1650
2019-3-1,1627
2019-2-1,1604
2019-1-1,1592
2018-12-1,1590
2018-11-1,1617
2018-10-1,1582
2018-9-1,1578
2018-8-1,1570
2018-7-1,1546
2018-5-1,1513
2018-6-1,1529
2018-4-1,1497
2015-10-1,814
