listing_id,date
49091,2013-10-21
50646,2014-04-18
50646,2014-06-05
50646,2014-07-02
50646,2014-07-08
50646,2014-07-11
50646,2014-07-17
50646,2014-07-22
50646,2014-07-30
50646,2014-08-01
50646,2014-08-09
50646,2014-08-14
50646,2014-08-17
50646,2014-09-08
50646,2014-09-12
50646,2014-09-16
50646,2014-09-22
50646,2014-10-14
50646,2014-12-26
56334,2011-06-25
56334,2011-07-04
56334,2011-07-07
56334,2011-10-06
56334,2013-01-27
56334,2013-02-08
56334,2013-02-14
56334,2013-03-16
56334,2013-06-28
56334,2013-07-14
56334,2013-07-20
56334,2013-07-29
56334,2013-08-07
56334,2013-09-22
56334,2013-10-09
56334,2014-08-10
56334,2014-10-13
56334,2015-01-18
56334,2015-04-16
56334,2015-10-01
71609,2011-12-19
71609,2012-07-17
71609,2012-09-01
71609,2012-09-04
71609,2013-01-02
71609,2014-01-28
71609,2014-07-01
71609,2015-05-31
71609,2015-10-05
71609,2016-01-04
71609,2018-07-14
71609,2019-01-06
71609,2019-07-27
71609,2019-08-11
71609,2019-09-07
71609,2019-12-01
71609,2019-12-07
71609,2019-12-24
71609,2019-12-28
71609,2020-01-17
71896,2011-07-30
71896,2011-08-22
71896,2012-03-26
71896,2012-05-14
71896,2012-05-28
71896,2012-08-18
71896,2012-12-02
71896,2012-12-18
71896,2013-11-17
71896,2014-01-07
71896,2014-10-03
71896,2014-10-25
71896,2014-11-30
71896,2014-12-10
71896,2015-01-10
71896,2015-08-14
71896,2015-08-16
71896,2015-08-28
71896,2015-11-16
71896,2017-08-13
71896,2019-07-20
71896,2019-07-28
71896,2019-09-23
71896,2019-10-13
71903,2011-05-04
71903,2011-05-29
71903,2011-08-04
71903,2011-08-20
71903,2011-09-05
71903,2011-09-26
71903,2011-10-10
71903,2011-11-29
71903,2012-01-20
71903,2012-06-24
71903,2013-02-18
71903,2013-06-07
71903,2013-07-08
71903,2015-08-16
71903,2015-09-05
71903,2015-11-07
71903,2015-11-13
71903,2015-12-13
71903,2016-01-26
71903,2016-04-14
71903,2016-07-02
71903,2016-09-05
71903,2017-03-06
71903,2017-08-27
71903,2017-09-08
71903,2018-02-28
71903,2018-05-22
71903,2018-06-30
71903,2018-08-27
71903,2019-02-09
71903,2019-03-17
71903,2019-04-01
71903,2019-04-28
71903,2019-05-29
71903,2019-06-21
71903,2019-07-05
71903,2019-07-08
71903,2019-07-22
71903,2019-08-15
71903,2019-09-09
71903,2019-09-19
71903,2019-09-21
71903,2019-09-22
71903,2019-10-21
71903,2019-10-23
71903,2019-11-17
71903,2019-11-26
71903,2020-01-09
71907,2011-06-05
71907,2011-08-12
71907,2011-09-09
71907,2011-09-13
71907,2011-10-04
71907,2011-11-09
71907,2012-03-04
71907,2013-02-14
71907,2013-04-17
71907,2013-09-25
71907,2014-12-23
71907,2015-01-24
71907,2015-06-02
71907,2015-06-29
71907,2015-07-14
71907,2015-08-09
71907,2016-02-09
71907,2016-06-16
71907,2016-07-31
71907,2018-04-28
71907,2018-07-10
71907,2019-01-01
71907,2019-01-06
71907,2019-07-21
71907,2019-07-25
71907,2019-09-09
71907,2019-12-27
71907,2020-01-03
71907,2020-01-11
241503,2012-01-19
241503,2012-02-26
241503,2012-03-19
241503,2012-04-21
241503,2012-06-11
241503,2012-06-22
241503,2012-07-18
241503,2012-07-24
241503,2012-08-01
241503,2012-08-18
241503,2012-08-21
241503,2012-08-23
241503,2012-10-25
241503,2012-11-19
241503,2012-12-17
241503,2013-01-05
241503,2013-01-08
241503,2013-01-21
241503,2013-01-25
241503,2013-03-01
241503,2013-03-14
241503,2013-03-20
241503,2013-03-23
241503,2013-04-04
241503,2013-04-07
241503,2013-04-23
241503,2013-04-27
241503,2013-05-01
241503,2013-05-01
241503,2013-05-11
241503,2013-05-21
241503,2013-06-05
241503,2013-06-11
241503,2013-06-13
241503,2013-07-14
241503,2013-07-22
241503,2013-07-29
241503,2013-08-11
241503,2013-08-13
241503,2013-08-22
241503,2013-08-29
241503,2013-09-14
241503,2013-09-24
241503,2013-10-20
241503,2013-10-27
241503,2013-10-28
241503,2013-11-02
241503,2013-11-11
241503,2013-11-19
241503,2013-12-10
241503,2013-12-15
241503,2013-12-24
241503,2014-01-06
241503,2014-01-24
241503,2014-02-06
241503,2014-02-17
241503,2014-02-27
241503,2014-03-12
241503,2014-03-20
241503,2014-04-03
241503,2014-05-26
241503,2014-05-30
241503,2014-06-06
241503,2014-07-14
241503,2014-07-23
241503,2014-07-28
241503,2014-08-02
241503,2014-08-18
241503,2014-08-25
241503,2014-09-16
241503,2014-09-23
241503,2014-10-05
241503,2014-10-10
241503,2014-10-18
241503,2014-10-21
241503,2014-10-27
241503,2014-11-03
241503,2014-12-12
241503,2014-12-16
241503,2014-12-20
241503,2015-01-05
241503,2015-01-07
241503,2015-02-01
241503,2015-02-11
241503,2015-02-14
241503,2015-02-20
241503,2015-02-23
241503,2015-03-01
241503,2015-03-08
241503,2015-03-10
241503,2015-03-17
241503,2015-04-05
241503,2015-04-14
241503,2015-05-06
241503,2015-05-10
241503,2015-05-15
241503,2015-05-23
241503,2015-05-26
241503,2015-05-31
241503,2015-07-02
241503,2015-07-08
241503,2015-07-13
241503,2015-07-18
241503,2015-07-22
241503,2015-07-26
241503,2015-07-31
241503,2015-08-10
241503,2015-08-12
241503,2015-08-25
241503,2015-08-28
241503,2015-09-05
241503,2015-09-07
241503,2015-09-15
241503,2015-09-23
241503,2015-10-13
241503,2015-10-20
241503,2015-10-25
241503,2015-10-31
241503,2015-11-02
241503,2015-11-25
241503,2015-12-01
241503,2015-12-08
241503,2015-12-24
241503,2016-02-04
241503,2016-02-10
241503,2016-02-18
241503,2016-02-28
241503,2016-03-06
241503,2016-03-26
241503,2016-04-01
241503,2016-04-11
241503,2016-04-16
241503,2016-04-28
241503,2016-05-01
241503,2016-05-03
241503,2016-05-10
241503,2016-05-15
241503,2016-06-05
241503,2016-06-09
241503,2016-06-12
241503,2016-07-03
241503,2016-07-09
241503,2016-07-12
241503,2016-08-01
241503,2016-08-11
241503,2016-08-29
241503,2016-09-03
241503,2016-10-13
241503,2016-10-22
241503,2016-11-16
241503,2016-11-24
241503,2016-12-23
241503,2016-12-30
241503,2017-01-01
241503,2017-01-07
241503,2017-01-14
241503,2017-01-21
241503,2017-02-01
241503,2017-02-07
241503,2017-02-12
241503,2017-02-15
241503,2017-02-20
241503,2017-02-25
241503,2017-03-01
241503,2017-03-12
241503,2017-03-26
241503,2017-04-01
241503,2017-04-03
241503,2017-04-07
241503,2017-04-16
241503,2017-04-23
241503,2017-04-30
241503,2017-12-24
241503,2019-05-31
241503,2019-12-06
241503,2020-02-06
241503,2020-07-02
241503,2020-10-16
241508,2011-11-02
241508,2011-12-08
241508,2012-01-08
241508,2012-01-17
241508,2012-02-05
241508,2012-02-10
241508,2012-03-04
241508,2012-03-22
241508,2012-04-21
241508,2012-05-01
241508,2012-06-14
241508,2012-07-15
241508,2012-07-23
241508,2012-07-29
241508,2012-08-02
241508,2012-08-05
241508,2012-08-21
241508,2012-09-09
241508,2012-10-02
241508,2012-10-17
241508,2012-10-24
241508,2012-12-02
241508,2012-12-10
241508,2012-12-25
241508,2013-01-11
241508,2013-01-15
241508,2013-01-16
241508,2013-01-28
241508,2013-02-22
241508,2013-03-09
241508,2013-03-16
241508,2013-03-27
241508,2013-04-06
241508,2013-04-13
241508,2013-04-16
241508,2013-04-28
241508,2013-05-01
241508,2013-05-12
241508,2013-05-16
241508,2013-05-28
241508,2013-06-05
241508,2013-06-12
241508,2013-06-14
241508,2013-07-02
241508,2013-07-14
241508,2013-07-23
241508,2013-07-28
241508,2013-08-03
241508,2013-08-09
241508,2013-08-12
241508,2013-08-21
241508,2013-08-30
241508,2013-09-01
241508,2013-09-04
241508,2013-09-11
241508,2013-09-15
241508,2013-09-17
241508,2013-09-24
241508,2013-10-09
241508,2013-10-20
241508,2013-10-25
241508,2013-10-28
241508,2013-11-01
241508,2013-11-18
241508,2013-11-30
241508,2013-12-03
241508,2013-12-05
241508,2013-12-11
241508,2013-12-15
241508,2013-12-21
241508,2014-01-12
241508,2014-01-20
241508,2014-01-25
241508,2014-01-31
241508,2014-02-04
241508,2014-02-11
241508,2014-02-13
241508,2014-02-21
241508,2014-03-04
241508,2014-03-13
241508,2014-03-19
241508,2014-03-20
241508,2014-04-01
241508,2014-04-06
241508,2014-04-15
241508,2014-04-20
241508,2014-04-25
241508,2014-04-27
241508,2014-05-04
241508,2014-05-06
241508,2014-06-08
241508,2014-06-26
241508,2014-07-08
241508,2014-07-14
241508,2014-07-24
241508,2014-08-02
241508,2014-08-05
241508,2014-08-13
241508,2014-08-15
241508,2014-08-19
241508,2014-08-25
241508,2014-08-30
241508,2014-09-04
241508,2014-09-16
241508,2014-10-01
241508,2014-10-04
241508,2014-10-07
241508,2014-10-12
241508,2014-10-22
241508,2014-10-29
241508,2014-11-03
241508,2014-11-05
241508,2014-11-10
241508,2014-11-16
241508,2014-12-15
241508,2015-01-01
241508,2015-01-03
241508,2015-01-05
241508,2015-01-12
241508,2015-01-24
241508,2015-01-27
241508,2015-01-29
241508,2015-02-01
241508,2015-02-09
241508,2015-02-14
241508,2015-02-22
241508,2015-03-01
241508,2015-03-17
241508,2015-04-08
241508,2015-04-15
241508,2015-04-19
241508,2015-04-28
241508,2015-05-04
241508,2015-05-26
241508,2015-06-24
241508,2015-06-30
241508,2015-07-10
241508,2015-07-14
241508,2015-07-20
241508,2015-07-23
241508,2015-07-26
241508,2015-08-02
241508,2015-08-07
241508,2015-08-11
241508,2015-09-08
241508,2015-09-23
241508,2015-10-03
241508,2015-10-25
241508,2015-11-22
241508,2015-11-29
241508,2016-01-05
241508,2016-01-18
241508,2016-02-04
241508,2016-02-10
241508,2016-02-14
241508,2016-03-08
241508,2016-03-29
241508,2016-04-25
241508,2016-05-01
241508,2016-05-03
241508,2016-05-04
241508,2016-05-10
241508,2016-05-22
241508,2016-06-07
241508,2016-06-12
241508,2016-06-27
241508,2016-07-09
241508,2016-07-13
241508,2016-07-18
241508,2016-07-31
241508,2016-08-08
241508,2016-08-27
241508,2016-10-07
241508,2016-11-12
241508,2016-11-26
241508,2017-01-01
241508,2017-01-04
241508,2017-01-08
241508,2017-01-11
241508,2017-01-20
241508,2017-01-28
241508,2017-02-05
241508,2017-02-12
241508,2017-02-20
241508,2017-02-25
241508,2017-03-13
241508,2017-04-01
241508,2017-04-04
241508,2017-04-09
241508,2017-04-15
