,new_cases
0,0.0
1,0.0
2,0.0
3,4.0
4,14.0
5,22.0
6,32.0
7,17.0
8,13.0
9,36.0
10,76.0
11,218.0
12,371.0
13,386.0
14,1110.0
15,3693.0
16,6701.0
17,4855.0
18,4912.0
19,4896.0
20,3712.0
21,3298.0
22,3161.0
23,2670.0
24,1636.0
25,1413.0
26,1418.0
27,1119.0
28,1872.0
29,2233.0
30,2624.0
31,2417.0
32,732.0
33,605.0
34,451.0
35,265.0
36,375.0
37,201.0
38,127.0
39,115.0
40,66.0
41,38.0
42,61.0
