date,n_listings
2020-10-1,5185
2020-7-1,6614
2020-8-1,6138
2020-9-1,5661
2020-6-1,7091
2020-5-1,7221
2020-4-1,7617
2020-3-1,7891
2020-2-1,7810
2020-1-1,7902
2019-12-1,7744
2019-11-1,7658
2019-10-1,7537
2019-9-1,7435
2019-8-1,7295
2019-7-1,7196
2019-6-1,6972
2019-5-1,6936
2019-4-1,6775
2019-3-1,6712
2019-2-1,6547
2019-1-1,6531
2018-12-1,6317
2018-11-1,6409
2018-10-1,6144
2018-9-1,5854
2018-8-1,5668
2018-7-1,4945
