,new_cases
0,0.0
1,0.0
2,0.0
3,0.0
4,1.0
5,0.0
6,1.0
7,0.0
8,80.0
9,1012.0
10,8691.0
11,26831.0
12,53693.0
13,48422.0
14,33190.0
15,21331.0
16,16658.0
17,8829.0
18,8638.0
19,3973.0
20,4422.0
21,3657.0
22,2121.0
23,2378.0
24,2344.0
25,2498.0
26,1775.0
27,3363.0
28,6347.0
29,12166.0
30,16101.0
31,25840.0
32,28451.0
33,43241.0
34,53232.0
35,59703.0
36,67337.0
37,73714.0
38,76441.0
39,73451.0
40,71180.0
41,75448.0
42,109572.0
