,new_cases
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,6
10,92
11,1816
12,11472
13,24119
14,24345
15,23451
16,23737
17,17706
18,11788
19,7802
20,7820
21,6291
22,3719
23,2717
24,2261
25,2040
26,2220
27,1896
28,1485
29,2580
30,2987
31,2423
32,2682
33,2039
34,2117
35,2447
36,2576
37,3128
38,3786
39,4654
40,5426
41,6385
42,8455
