,new_cases
0,0.0
1,0.0
2,0.0
3,0.0
4,2.0
5,2.0
6,6.0
7,1.0
8,31.0
9,310.0
10,1892.0
11,5492.0
12,16265.0
13,29159.0
14,32646.0
15,30885.0
16,33803.0
17,31801.0
18,23939.0
19,19935.0
20,16912.0
21,11309.0
22,8848.0
23,7047.0
24,6883.0
25,5278.0
26,4274.0
27,4230.0
28,4259.0
29,4621.0
30,4122.0
31,5811.0
32,7681.0
33,7157.0
34,8151.0
35,11412.0
36,21010.0
37,25184.0
38,38919.0
39,50740.0
40,110827.0
41,114584.0
42,148582.0
