listing_id,date
1159564,2013-08-14
1159564,2013-08-30
2894591,2014-06-15
2894591,2014-06-16
2894591,2014-06-30
2894591,2014-07-11
2894591,2014-07-14
2894591,2014-07-22
2894591,2014-07-28
2894591,2014-07-30
2894591,2014-08-01
2894591,2014-08-04
2894591,2014-08-10
2894591,2014-09-16
2894591,2014-10-14
2894591,2014-10-22
2894591,2014-10-30
2894591,2014-11-10
2894591,2014-11-11
2894591,2014-11-28
2894591,2014-11-30
2894591,2015-01-29
2894591,2015-02-22
2894591,2015-03-15
2894591,2015-03-19
2894591,2015-03-23
2894591,2015-03-27
2894591,2015-04-05
2894591,2015-04-09
2894591,2015-04-10
2894591,2015-04-13
2894591,2015-04-17
2894591,2015-04-24
2894591,2015-04-30
2894591,2015-05-09
2894591,2015-05-19
2894591,2015-05-21
2894591,2015-05-25
2894591,2015-05-30
2894591,2015-06-07
2894591,2015-06-11
2894591,2015-06-16
2894591,2015-06-20
2894591,2015-09-03
2894591,2015-09-04
2894591,2015-09-05
2894591,2015-09-06
2894591,2015-09-14
2894591,2015-09-16
2894591,2015-09-21
2894591,2015-09-21
2894591,2015-09-25
2894591,2015-09-26
2894591,2015-09-27
2894591,2015-10-05
2894591,2015-10-07
2894591,2015-10-13
2894591,2015-10-15
2894591,2015-10-16
2894591,2015-10-18
2894591,2015-10-26
2894591,2015-11-13
2894591,2015-11-27
2894591,2015-12-12
2894591,2015-12-17
2894591,2015-12-20
2894591,2015-12-21
2894591,2016-01-18
2894591,2016-04-29
2894591,2016-05-02
2894591,2016-05-27
2894591,2016-06-05
2894591,2016-06-09
2894591,2016-06-12
2894591,2016-06-13
2894591,2016-06-16
2894591,2016-06-17
2894591,2016-06-26
2894591,2016-06-28
2894591,2016-07-01
2894591,2016-07-06
2894591,2016-07-11
2894591,2016-07-11
2894591,2016-07-25
2894591,2016-07-31
2894591,2016-08-07
2894591,2016-08-09
2894591,2016-08-14
2894591,2016-08-15
2894591,2016-08-22
2894591,2016-08-25
2894591,2016-08-29
2894591,2016-09-01
2894591,2016-09-11
2894591,2016-09-22
2894591,2016-09-24
2894591,2016-09-27
2894591,2016-09-27
2894591,2016-09-29
2894591,2016-09-30
2894591,2016-10-09
2894591,2016-10-11
2894591,2016-10-17
2894591,2016-10-19
2894591,2016-11-01
2894591,2016-11-06
2894591,2016-12-09
2894591,2016-12-28
2894591,2016-12-30
2894591,2017-01-02
2894591,2017-01-11
2894591,2017-01-13
2894591,2017-01-16
2894591,2017-02-02
2894591,2017-03-05
2894591,2017-03-15
2894591,2017-03-19
2894591,2017-04-03
2894591,2017-04-11
2894591,2017-04-14
2894591,2017-04-16
2894591,2017-04-20
2894591,2017-04-21
2894591,2017-04-29
2894591,2017-05-05
2894591,2017-05-07
2894591,2017-05-12
2894591,2017-05-16
2894591,2017-05-18
2894591,2017-05-19
2894591,2017-05-24
2894591,2017-05-25
2894591,2017-05-26
2894591,2017-05-28
2894591,2017-05-31
2894591,2017-06-02
2894591,2017-06-04
2894591,2017-06-12
2894591,2017-06-30
2894591,2017-07-01
2894591,2017-07-05
2894591,2017-07-08
2894591,2017-07-11
