,new_cases
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,1
10,126
11,221
12,376
13,492
14,647
15,1050
16,2598
17,3899
18,4141
19,4464
20,5105
21,3201
22,2666
23,1483
24,2449
25,2629
26,2587
27,4145
28,3923
29,4949
30,4794
31,4951
32,4254
33,4432
34,5605
35,5398
36,3724
37,5706
38,6717
39,7092
40,8442
41,10544
42,10990
