,new_cases
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,1
10,15
11,82
12,244
13,656
14,877
15,918
16,1048
17,1175
18,1256
19,851
20,843
21,835
22,531
23,435
24,253
25,228
26,234
27,365
28,414
29,519
30,494
31,479
32,467
33,370
34,369
35,320
36,313
37,363
38,295
39,269
40,465
41,386
42,397
