,new_cases
0,32.0
1,0.0
2,157.0
3,1772.0
4,12411.0
5,22833.0
6,31334.0
7,8450.0
8,2913.0
9,885.0
10,181.0
11,351.0
12,713.0
13,516.0
14,522.0
15,706.0
16,106.0
17,52.0
18,30.0
19,53.0
20,40.0
21,44.0
22,58.0
23,102.0
24,265.0
25,190.0
26,114.0
27,214.0
28,412.0
29,898.0
30,1446.0
31,845.0
32,607.0
33,375.0
34,209.0
35,162.0
36,143.0
37,165.0
38,123.0
39,148.0
40,174.0
41,177.0
42,170.0
