,new_cases
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,7.0
9,59.0
10,162.0
11,302.0
12,531.0
13,612.0
14,408.0
15,126.0
16,299.0
17,114.0
18,90.0
19,109.0
20,57.0
21,39.0
22,65.0
23,132.0
24,144.0
25,110.0
26,145.0
27,261.0
28,211.0
29,183.0
30,421.0
31,834.0
32,1437.0
33,1523.0
34,1596.0
35,1409.0
36,1650.0
37,1942.0
38,2250.0
39,2385.0
40,2465.0
41,2854.0
42,5060.0
