,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2011-09-01,-1808.028410301553,-4929.488591751025,1287.2630150420541,-1808.0284103015529,-1808.0284103015529,-144.16579115852107,-144.16579115852107,-144.16579115852107,-144.16579115852107,-144.16579115852107,-144.16579115852107,0.0,0.0,0.0,-1952.194201460074
1,2011-10-01,-1736.5466795860768,-4464.615988803921,1358.5543668916373,-1736.5466795860768,-1736.5466795860768,114.14755812239908,114.14755812239908,114.14755812239908,114.14755812239908,114.14755812239908,114.14755812239908,0.0,0.0,0.0,-1622.3991214636778
2,2011-11-01,-1662.6822245134183,-4096.644586863954,1964.9183284434494,-1662.6822245134183,-1662.6822245134183,810.3541304230297,810.3541304230297,810.3541304230297,810.3541304230297,810.3541304230297,810.3541304230297,0.0,0.0,0.0,-852.3280940903886
3,2012-01-01,-1517.3360387252833,-3910.6570777081006,1954.2650748335852,-1517.3360387252833,-1517.3360387252833,644.4347997906502,644.4347997906502,644.4347997906502,644.4347997906502,644.4347997906502,644.4347997906502,0.0,0.0,0.0,-872.901238934633
4,2012-02-01,-1443.4715842378926,-4571.728073629374,1588.2801330162306,-1443.4715842378926,-1443.4715842378926,125.66836540791225,125.66836540791225,125.66836540791225,125.66836540791225,125.66836540791225,125.66836540791225,0.0,0.0,0.0,-1317.8032188299803
5,2012-03-01,-1374.3725784271078,-4402.821454641122,1524.5186369422715,-1374.3725784271078,-1374.3725784271078,3.559192792750927,3.559192792750927,3.559192792750927,3.559192792750927,3.559192792750927,3.559192792750927,0.0,0.0,0.0,-1370.8133856343568
6,2012-04-01,-1300.5081239397173,-4396.799615181255,1465.9119946156748,-1300.5081239397173,-1300.5081239397173,-99.15848273981354,-99.15848273981354,-99.15848273981354,-99.15848273981354,-99.15848273981354,-99.15848273981354,0.0,0.0,0.0,-1399.6666066795308
7,2012-06-01,-1155.1619393032388,-4630.30707604651,1422.2395175458219,-1155.1619393032388,-1155.1619393032388,-558.4317550984322,-558.4317550984322,-558.4317550984322,-558.4317550984322,-558.4317550984322,-558.4317550984322,0.0,0.0,0.0,-1713.593694401671
8,2012-09-01,-935.9513038001668,-4026.7581685247874,1791.2085979378721,-935.9513038001668,-935.9513038001668,-105.63141298865314,-105.63141298865314,-105.63141298865314,-105.63141298865314,-105.63141298865314,-105.63141298865314,0.0,0.0,0.0,-1041.5827167888199
9,2012-10-01,-864.4695748317736,-3843.075162052339,2023.3907087185114,-864.4695748317736,-864.4695748317736,-22.037920249336473,-22.037920249336473,-22.037920249336473,-22.037920249336473,-22.037920249336473,-22.037920249336473,0.0,0.0,0.0,-886.50749508111
10,2012-11-01,-790.6051215644342,-3109.2336946217342,3220.7789454579315,-790.6051215644342,-790.6051215644342,832.0160973441813,832.0160973441813,832.0160973441813,832.0160973441813,832.0160973441813,832.0160973441813,0.0,0.0,0.0,41.410975779747105
