listing_id,date
11464,2014-06-15
11464,2014-12-13
11464,2016-08-21
11464,2018-07-28
11464,2018-08-26
11464,2019-10-11
21373,2010-05-28
21373,2011-05-07
21373,2011-06-11
21373,2011-08-19
21373,2011-09-16
21373,2011-09-21
21373,2011-11-06
21373,2011-11-10
21373,2011-12-19
21373,2012-01-16
21373,2012-03-30
21373,2012-04-14
21373,2012-04-25
21373,2012-05-01
21373,2012-05-07
21373,2012-05-12
21373,2012-05-16
21373,2012-05-19
21373,2012-05-25
21373,2012-06-26
21373,2012-07-04
21373,2012-07-10
21373,2012-07-19
21373,2012-07-22
21373,2012-07-27
21373,2012-08-04
21373,2012-08-13
21373,2012-08-19
21373,2012-08-28
21373,2012-09-01
21373,2012-12-01
21373,2013-10-25
21373,2013-12-08
21373,2014-02-02
21373,2014-02-14
21373,2014-03-09
21373,2014-03-13
21373,2014-03-28
21373,2014-05-09
21373,2014-05-16
21373,2014-07-27
21373,2014-07-30
21373,2014-09-06
21373,2014-09-25
21373,2014-09-30
21373,2014-10-04
21373,2014-10-07
21373,2014-10-11
21373,2014-10-17
21373,2014-10-21
21373,2014-12-06
21373,2014-12-15
21373,2014-12-20
21373,2015-01-04
21373,2015-01-15
21373,2015-01-17
21373,2015-02-28
21373,2015-03-07
21373,2015-03-13
21373,2015-03-23
21373,2015-04-05
21373,2015-04-14
21373,2015-04-18
21373,2015-04-22
21373,2015-04-25
21373,2015-04-30
21373,2015-05-08
21373,2015-05-16
21373,2015-08-14
21373,2015-08-17
21373,2015-08-20
21373,2015-08-31
21373,2015-09-27
21373,2015-10-04
21373,2015-10-16
21373,2015-10-18
21373,2015-10-27
21373,2015-10-30
21373,2015-11-05
21373,2015-11-07
21373,2015-11-10
21373,2015-12-01
21373,2015-12-12
21373,2015-12-19
21373,2016-01-28
21373,2016-01-30
21373,2016-02-03
21373,2016-02-05
21373,2016-03-06
21373,2016-03-10
21373,2016-03-20
21373,2016-03-24
21373,2016-03-27
21373,2016-03-30
21373,2016-04-02
21373,2016-04-06
21373,2016-04-06
21373,2016-04-08
21373,2016-04-15
21373,2016-05-02
21373,2016-05-07
21373,2016-05-14
21373,2016-05-21
21373,2016-05-27
21373,2016-05-31
21373,2016-06-13
21373,2016-06-18
21373,2016-06-20
21373,2016-06-23
21373,2016-06-30
21373,2016-07-07
21373,2016-07-10
21373,2016-07-12
21373,2016-07-16
21373,2016-07-16
21373,2016-08-28
21373,2016-10-17
21373,2016-10-21
21373,2016-11-09
21373,2016-11-10
21373,2016-11-13
21373,2016-11-16
21373,2016-11-22
21373,2016-12-13
21373,2016-12-16
21373,2017-01-07
21373,2017-01-21
21373,2017-07-01
21373,2017-09-01
21373,2017-09-09
21373,2017-09-29
21373,2017-10-11
21373,2017-10-15
21373,2017-12-16
21373,2017-12-20
21373,2018-01-01
21373,2018-01-06
21373,2018-01-16
21373,2018-01-20
21373,2018-01-27
21373,2018-02-02
21373,2018-02-20
21373,2018-02-22
21373,2018-02-25
21373,2018-02-28
21373,2018-03-10
21373,2018-03-13
21373,2018-03-17
21373,2018-03-19
