date,n_listings
2020-10-1,4694
2020-7-1,9552
2020-8-1,7933
2020-9-1,6313
2020-6-1,11172
2020-5-1,11128
2020-4-1,11131
2020-3-1,11199
2020-2-1,11246
2020-1-1,11297
2019-12-1,11388
2019-11-1,11481
2019-10-1,11697
2019-9-1,12357
2019-8-1,10910
2019-7-1,10238
2019-6-1,10057
2019-5-1,9881
2019-4-1,9869
2019-3-1,9858
