date,n_listings
2020-10-1,3035
2020-7-1,3671
2020-8-1,3459
2020-9-1,3247
2020-6-1,3884
2020-5-1,3911
2020-4-1,3945
2020-3-1,3991
2020-2-1,3959
2020-1-1,3907
2019-12-1,3872
2019-11-1,3876
2019-10-1,3733
2019-9-1,3686
2019-8-1,3692
2019-7-1,3698
2019-6-1,3588
2019-5-1,3368
2019-4-1,3218
2019-3-1,3057
2019-2-1,2935
2019-1-1,2905
2018-12-1,2787
2018-11-1,2786
2018-10-1,2758
