,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2010-03-01,-402.7728106377028,-1031.908887340306,-47.85127534034967,-402.7728106377028,-402.7728106377028,-135.0283749204046,-135.0283749204046,-135.0283749204046,-135.0283749204046,-135.0283749204046,-135.0283749204046,0.0,0.0,0.0,-537.8011855581074
1,2010-05-01,-374.840710956397,-812.8439941482047,217.1333839887251,-374.840710956397,-374.840710956397,84.21560919609848,84.21560919609848,84.21560919609848,84.21560919609848,84.21560919609848,84.21560919609848,0.0,0.0,0.0,-290.62510176029855
2,2011-06-01,-193.5110146646417,-568.5896025841799,404.1285316418705,-193.5110146646417,-193.5110146646417,125.65893673853643,125.65893673853643,125.65893673853643,125.65893673853643,125.65893673853643,125.65893673853643,0.0,0.0,0.0,-67.85207792610527
3,2011-07-01,-179.77391646072084,-593.551528283796,434.05902977468526,-179.77391646072084,-179.77391646072084,117.84178809505305,117.84178809505305,117.84178809505305,117.84178809505305,117.84178809505305,117.84178809505305,0.0,0.0,0.0,-61.93212836566779
4,2011-08-01,-165.57891498333598,-342.06983447677874,656.5864834303102,-165.57891498333598,-165.57891498333598,344.9992129976217,344.9992129976217,344.9992129976217,344.9992129976217,344.9992129976217,344.9992129976217,0.0,0.0,0.0,179.42029801428575
5,2011-09-01,-151.383913039348,-522.897038112958,491.1392695340448,-151.383913039348,-151.383913039348,134.60658936920666,134.60658936920666,134.60658936920666,134.60658936920666,134.60658936920666,134.60658936920666,0.0,0.0,0.0,-16.777323670141328
6,2011-10-01,-137.6468143838758,-674.4649543398016,327.3122704991431,-137.6468143838758,-137.6468143838758,-39.399602125164975,-39.399602125164975,-39.399602125164975,-39.399602125164975,-39.399602125164975,-39.399602125164975,0.0,0.0,0.0,-177.0464165090408
7,2011-11-01,-123.45181243988787,-747.2908344688825,259.1078218121522,-123.45181243988787,-123.45181243988787,-119.83900302895402,-119.83900302895402,-119.83900302895402,-119.83900302895402,-119.83900302895402,-119.83900302895402,0.0,0.0,0.0,-243.2908154688419
8,2011-12-01,-109.71471347569837,-704.2861781840169,299.9462279247473,-109.71471347569837,-109.71471347569837,-91.24042586897016,-91.24042586897016,-91.24042586897016,-91.24042586897016,-91.24042586897016,-91.24042586897016,0.0,0.0,0.0,-200.95513934466854
9,2012-01-01,-95.5197112127026,-725.9255946726435,276.4178090549654,-95.5197112127026,-95.5197112127026,-138.18783197061936,-138.18783197061936,-138.18783197061936,-138.18783197061936,-138.18783197061936,-138.18783197061936,0.0,0.0,0.0,-233.70754318332195
10,2012-02-01,-81.32470894970682,-689.7754415166256,291.4271442360154,-81.32470894970682,-81.32470894970682,-139.34099685510373,-139.34099685510373,-139.34099685510373,-139.34099685510373,-139.34099685510373,-139.34099685510373,0.0,0.0,0.0,-220.66570580481056
11,2012-03-01,-68.0455132843236,-657.7018203488329,328.3754203462464,-68.0455132843236,-68.0455132843236,-113.47239317169063,-113.47239317169063,-113.47239317169063,-113.47239317169063,-113.47239317169063,-113.47239317169063,0.0,0.0,0.0,-181.51790645601423
12,2012-04-01,-53.85050806983412,-771.0749945040618,300.4310745113241,-53.85050806983412,-53.85050806983412,-189.73719457197572,-189.73719457197572,-189.73719457197572,-189.73719457197572,-189.73719457197572,-189.73719457197572,0.0,0.0,0.0,-243.58770264180984
13,2012-05-01,-40.11340624936043,-410.5372517984819,558.5040069278505,-40.11340624936043,-40.11340624936043,77.02726002702028,77.02726002702028,77.02726002702028,77.02726002702028,77.02726002702028,77.02726002702028,0.0,0.0,0.0,36.913853777659845
14,2012-06-01,-25.918401034870854,-446.065679919196,580.1244918721447,-25.918401034870854,-25.918401034870854,119.26441620852782,119.26441620852782,119.26441620852782,119.26441620852782,119.26441620852782,119.26441620852782,0.0,0.0,0.0,93.34601517365697
15,2012-07-01,-12.18129921439721,-392.9048597284544,571.767574214152,-12.18129921439721,-12.18129921439721,127.0082292374843,127.0082292374843,127.0082292374843,127.0082292374843,127.0082292374843,127.0082292374843,0.0,0.0,0.0,114.82693002308709
16,2012-08-01,2.0137060487954797,-187.891354429327,850.4399770514335,2.0137060487954797,2.0137060487954797,332.76243008639307,332.76243008639307,332.76243008639307,332.76243008639307,332.76243008639307,332.76243008639307,0.0,0.0,0.0,334.77613613518855
17,2012-09-01,16.20871131198817,-361.74979766764176,585.3915495569615,16.20871131198817,16.20871131198817,134.34493881310425,134.34493881310425,134.34493881310425,134.34493881310425,134.34493881310425,134.34493881310425,0.0,0.0,0.0,150.55365012509242
18,2012-10-01,29.945813179593994,-507.95033059216405,495.1700340902425,29.945813179593994,29.945813179593994,-34.637361747107484,-34.637361747107484,-34.637361747107484,-34.637361747107484,-34.637361747107484,-34.637361747107484,0.0,0.0,0.0,-4.69154856751349
19,2012-11-01,44.14081845936433,-565.2101717208667,455.89970762938776,44.14081845936433,44.14081845936433,-101.50333472902274,-101.50333472902274,-101.50333472902274,-101.50333472902274,-101.50333472902274,-101.50333472902274,0.0,0.0,0.0,-57.36251626965841
20,2012-12-01,57.87792034301299,-560.0104414068212,470.4866374037053,57.87792034301299,57.87792034301299,-106.95955308698541,-106.95955308698541,-106.95955308698541,-106.95955308698541,-106.95955308698541,-106.95955308698541,0.0,0.0,0.0,-49.08163274397242
21,2013-01-01,72.07292562278333,-585.9444730505633,414.2213492863558,72.07292562278333,72.07292562278333,-155.51417405229432,-155.51417405229432,-155.51417405229432,-155.51417405229432,-155.51417405229432,-155.51417405229432,0.0,0.0,0.0,-83.44124842951099
22,2013-02-01,86.26793090255366,-527.9149794640422,448.5587507767377,86.26793090255366,86.26793090255366,-153.6134673599638,-153.6134673599638,-153.6134673599638,-153.6134673599638,-153.6134673599638,-153.6134673599638,0.0,0.0,0.0,-67.34553645741015
23,2013-03-01,99.08923061973073,-531.6224089465837,471.86721782436933,99.08923061973073,99.08923061973073,-124.20797656517192,-124.20797656517192,-124.20797656517192,-124.20797656517192,-124.20797656517192,-124.20797656517192,0.0,0.0,0.0,-25.11874594544119
24,2013-04-01,113.28424102089109,-563.9923197438968,396.4399119789995,113.28424102089109,113.28424102089109,-192.84762207325878,-192.84762207325878,-192.84762207325878,-192.84762207325878,-192.84762207325878,-192.84762207325878,0.0,0.0,0.0,-79.56338105236769
25,2013-05-01,127.02134786072364,-302.48581030210005,717.2471379209173,127.02134786072364,127.02134786072364,80.58751316419772,80.58751316419772,80.58751316419772,80.58751316419772,80.58751316419772,80.58751316419772,0.0,0.0,0.0,207.60886102492134
26,2013-06-01,141.2166379955322,-228.325673933617,753.9583360757251,141.2166379955322,141.2166379955322,121.45450381306424,121.45450381306424,121.45450381306424,121.45450381306424,121.45450381306424,121.45450381306424,0.0,0.0,0.0,262.6711418085964
27,2013-07-01,154.954015545347,-211.07043724815475,779.9549567180477,154.954015545347,154.954015545347,123.92362864193403,123.92362864193403,123.92362864193403,123.92362864193403,123.92362864193403,123.92362864193403,0.0,0.0,0.0,278.877644187281
28,2013-08-01,169.14930568015566,-1.5371141042280076,1043.3213238271699,169.14930568015566,169.14930568015566,336.93822726319485,336.93822726319485,336.93822726319485,336.93822726319485,336.93822726319485,336.93822726319485,0.0,0.0,0.0,506.08753294335054
29,2013-09-01,183.34459581496418,-180.752904129916,861.1205383988155,183.34459581496418,183.34459581496418,134.5424189454584,134.5424189454584,134.5424189454584,134.5424189454584,134.5424189454584,134.5424189454584,0.0,0.0,0.0,317.8870147604226
30,2013-10-01,197.38450248774924,-321.5595649709853,675.0072812185061,197.38450248774924,197.38450248774924,-36.1921070021862,-36.1921070021862,-36.1921070021862,-36.1921070021862,-36.1921070021862,-36.1921070021862,0.0,0.0,0.0,161.19239548556305
31,2013-11-01,211.8924060496271,-405.62379981636445,596.7161113907274,211.8924060496271,211.8924060496271,-107.76714865734981,-107.76714865734981,-107.76714865734981,-107.76714865734981,-107.76714865734981,-107.76714865734981,0.0,0.0,0.0,104.1252573922773
32,2013-12-01,225.9323127224123,-374.7318771047808,614.8607472621931,225.9323127224123,225.9323127224123,-101.89792715598901,-101.89792715598901,-101.89792715598901,-101.89792715598901,-101.89792715598901,-101.89792715598901,0.0,0.0,0.0,124.03438556642328
33,2014-01-01,240.44021628429024,-433.1666515482101,595.583987557562,240.44021628429027,240.44021628429027,-149.72473799668668,-149.72473799668668,-149.72473799668668,-149.72473799668668,-149.72473799668668,-149.72473799668668,0.0,0.0,0.0,90.71547828760356
34,2014-02-01,255.32246927536684,-364.4327436337254,619.247903110582,255.3224692753668,255.3224692753668,-148.62101299169643,-148.62101299169643,-148.62101299169643,-148.62101299169643,-148.62101299169643,-148.62101299169643,0.0,0.0,0.0,106.70145628367041
35,2014-03-01,268.7645042350491,-358.3106677137939,626.3620271737805,268.7645042350491,268.7645042350491,-135.0283749204694,-135.0283749204694,-135.0283749204694,-135.0283749204694,-135.0283749204694,-135.0283749204694,0.0,0.0,0.0,133.73612931457973
36,2014-04-01,283.64675722612566,-408.70740811970927,606.014283867926,283.64675722612566,283.64675722612566,-195.69227838306864,-195.69227838306864,-195.69227838306864,-195.69227838306864,-195.69227838306864,-195.69227838306864,0.0,0.0,0.0,87.95447884305702
37,2014-05-01,298.41855326544953,-80.39879474726013,919.4764357372551,298.41855326544953,298.41855326544953,84.21560919608845,84.21560919608845,84.21560919608845,84.21560919608845,84.21560919608845,84.21560919608845,0.0,0.0,0.0,382.634162461538
38,2014-06-01,313.6827425060842,-16.30693836239063,930.2168883476087,313.6827425060842,313.6827425060842,123.58721177664076,123.58721177664076,123.58721177664076,123.58721177664076,123.58721177664076,123.58721177664076,0.0,0.0,0.0,437.26995428272494
39,2014-07-01,328.4545385454081,-44.13655747036937,932.8313107574323,328.4545385454081,328.4545385454081,120.86809254951964,120.86809254951964,120.86809254951964,120.86809254951964,120.86809254951964,120.86809254951964,0.0,0.0,0.0,449.3226310949278
