,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2009-12-01,-1490.5337666233577,-3686.859233167766,2275.027774978773,-1490.5337666233577,-1490.5337666233577,817.1702780998417,817.1702780998417,817.1702780998417,817.1702780998417,817.1702780998417,817.1702780998417,0.0,0.0,0.0,-673.363488523516
1,2010-03-01,-1339.8867009287458,-3368.7316310090087,2645.5226394089314,-1339.8867009287458,-1339.8867009287458,823.479108847424,823.479108847424,823.479108847424,823.479108847424,823.479108847424,823.479108847424,0.0,0.0,0.0,-516.4075920813218
2,2010-05-01,-1237.7814675135087,-5500.417489815505,524.323925264421,-1237.7814675135087,-1237.7814675135087,-1150.5269287551907,-1150.5269287551907,-1150.5269287551907,-1150.5269287551907,-1150.5269287551907,-1150.5269287551907,0.0,0.0,0.0,-2388.3083962686997
3,2010-07-01,-1135.6762340982716,-4829.482365618305,1271.238238463759,-1135.6762340982716,-1135.6762340982716,-603.5767566231109,-603.5767566231109,-603.5767566231109,-603.5767566231109,-603.5767566231109,-603.5767566231109,0.0,0.0,0.0,-1739.2529907213825
4,2010-08-01,-1083.786689247905,-5126.5250250246045,1012.9410679224984,-1083.786689247905,-1083.786689247905,-737.0786905132215,-737.0786905132215,-737.0786905132215,-737.0786905132215,-737.0786905132215,-737.0786905132215,0.0,0.0,0.0,-1820.8653797611266
5,2010-09-01,-1031.8971441432584,-4805.445530323316,1361.7258809665968,-1031.8971441432584,-1031.8971441432584,-622.4764514906651,-622.4764514906651,-622.4764514906651,-622.4764514906651,-622.4764514906651,-622.4764514906651,0.0,0.0,0.0,-1654.3735956339235
6,2010-10-01,-981.6814553323097,-4198.848480838036,2129.4949438308126,-981.6814553323097,-981.6814553323097,-29.91335306026068,-29.91335306026068,-29.91335306026068,-29.91335306026068,-29.91335306026068,-29.91335306026068,0.0,0.0,0.0,-1011.5948083925704
7,2010-11-01,-929.7919102276628,-2899.982956213192,3158.258927977141,-929.7919102276628,-929.7919102276628,1093.244551788728,1093.244551788728,1093.244551788728,1093.244551788728,1093.244551788728,1093.244551788728,0.0,0.0,0.0,163.4526415610651
8,2010-12-01,-879.5762214167142,-3059.0404148453417,2852.4496952562563,-879.5762214167142,-879.5762214167142,803.2349039948966,803.2349039948966,803.2349039948966,803.2349039948966,803.2349039948966,803.2349039948966,0.0,0.0,0.0,-76.34131742181762
9,2011-01-01,-827.6866758762353,-2027.824389021656,3844.178936166687,-827.6866758762353,-827.6866758762353,1615.9482510449593,1615.9482510449593,1615.9482510449593,1615.9482510449593,1615.9482510449593,1615.9482510449593,0.0,0.0,0.0,788.261575168724
10,2011-02-01,-775.7971303357564,-2931.093184647644,3257.776958586677,-775.7971303357564,-775.7971303357564,997.6686373269526,997.6686373269526,997.6686373269526,997.6686373269526,997.6686373269526,997.6686373269526,0.0,0.0,0.0,221.87150699119627
11,2011-03-01,-728.9291537185496,-2810.758626460472,3110.0960944990256,-728.9291537185497,-728.9291537185497,814.3473678142361,814.3473678142361,814.3473678142361,814.3473678142361,814.3473678142361,814.3473678142361,0.0,0.0,0.0,85.4182140956865
12,2011-04-01,-677.0396081780708,-4468.670907281558,1677.414239445421,-677.0396081780708,-677.0396081780708,-755.3441836095136,-755.3441836095136,-755.3441836095136,-755.3441836095136,-755.3441836095136,-755.3441836095136,0.0,0.0,0.0,-1432.3837917875844
13,2011-05-01,-626.8239131001211,-4686.576852666129,1360.1032068756856,-626.8239131001211,-626.8239131001211,-1132.3130745018664,-1132.3130745018664,-1132.3130745018664,-1132.3130745018664,-1132.3130745018664,-1132.3130745018664,0.0,0.0,0.0,-1759.1369876019876
14,2011-06-01,-574.9343615195731,-5106.801133585289,1066.6785538747054,-574.9343615195731,-574.9343615195731,-1304.7975057286244,-1304.7975057286244,-1304.7975057286244,-1304.7975057286244,-1304.7975057286244,-1304.7975057286244,0.0,0.0,0.0,-1879.7318672481974
15,2011-07-01,-524.7186664416234,-4107.344853644697,1649.2951906757194,-524.7186664416234,-524.7186664416234,-633.9857510036529,-633.9857510036529,-633.9857510036529,-633.9857510036529,-633.9857510036529,-633.9857510036529,0.0,0.0,0.0,-1158.7044174452762
16,2011-08-01,-472.8291148610754,-4138.161695225528,1883.9007097959798,-472.8291148610754,-472.8291148610754,-746.1092776100905,-746.1092776100905,-746.1092776100905,-746.1092776100905,-746.1092776100905,-746.1092776100905,0.0,0.0,0.0,-1218.938392471166
17,2011-09-01,-420.9395620940073,-4211.066927974409,1854.8766578273278,-420.9395620940073,-420.9395620940073,-634.0558485872555,-634.0558485872555,-634.0558485872555,-634.0558485872555,-634.0558485872555,-634.0558485872555,0.0,0.0,0.0,-1054.9954106812627
18,2011-10-01,-370.72386586781204,-3281.6390586372154,2358.512997428429,-370.72386586781204,-370.72386586781204,16.405016421689385,16.405016421689385,16.405016421689385,16.405016421689385,16.405016421689385,16.405016421689385,0.0,0.0,0.0,-354.31884944612267
19,2011-11-01,-318.83431310074377,-2280.88033146452,3908.9694583842816,-318.83431310074377,-318.83431310074377,1073.9505672300854,1073.9505672300854,1073.9505672300854,1073.9505672300854,1073.9505672300854,1073.9505672300854,0.0,0.0,0.0,755.1162541293417
20,2011-12-01,-268.61861687454876,-2435.637048376091,3500.2116621371115,-268.61861687454876,-268.61861687454876,789.4944548238079,789.4944548238079,789.4944548238079,789.4944548238079,789.4944548238079,789.4944548238079,0.0,0.0,0.0,520.8758379492592
21,2012-01-01,-216.7290470329501,-1557.8943672768019,4389.177629075567,-216.7290470329501,-216.7290470329501,1623.1044586467535,1623.1044586467535,1623.1044586467535,1623.1044586467535,1623.1044586467535,1623.1044586467535,0.0,0.0,0.0,1406.3754116138034
22,2012-02-01,-164.83947719135196,-2120.5538107020234,3985.1758076356673,-164.83947719135196,-164.83947719135196,987.0864792790585,987.0864792790585,987.0864792790585,987.0864792790585,987.0864792790585,987.0864792790585,0.0,0.0,0.0,822.2470020877065
23,2012-03-01,-116.29762153308246,-2412.563411038919,3748.6208217052344,-116.29762153308246,-116.29762153308246,843.3591218297386,843.3591218297386,843.3591218297386,843.3591218297386,843.3591218297386,843.3591218297386,0.0,0.0,0.0,727.061500296656
24,2012-04-01,-64.40805169148408,-4050.1013425588458,2178.3342131969584,-64.40805169148408,-64.40805169148408,-875.714225082414,-875.714225082414,-875.714225082414,-875.714225082414,-875.714225082414,-875.714225082414,0.0,0.0,0.0,-940.1222767738981
25,2012-05-01,-14.191342379119698,-4211.892095421615,1713.555089356859,-14.191342379119698,-14.191342379119698,-1188.8715734023267,-1188.8715734023267,-1188.8715734023267,-1188.8715734023267,-1188.8715734023267,-1188.8715734023267,0.0,0.0,0.0,-1203.0629157814465
26,2012-06-01,37.69925724365658,-4197.110673390664,1812.400425218059,37.69925724365658,37.69925724365658,-1284.4670343770476,-1284.4670343770476,-1284.4670343770476,-1284.4670343770476,-1284.4670343770476,-1284.4670343770476,0.0,0.0,0.0,-1246.767777133391
27,2012-07-01,87.9159665560207,-3483.0404678716873,2338.6268892195244,87.9159665560207,87.9159665560207,-543.5531819934779,-543.5531819934779,-543.5531819934779,-543.5531819934779,-543.5531819934779,-543.5531819934779,0.0,0.0,0.0,-455.6372154374572
28,2012-08-01,139.80656617879725,-3457.4695165131693,2413.2384744010815,139.80656617879725,139.80656617879725,-717.3478088319812,-717.3478088319812,-717.3478088319812,-717.3478088319812,-717.3478088319812,-717.3478088319812,0.0,0.0,0.0,-577.5412426531839
29,2012-09-01,194.25557563018782,-3594.432257394566,2631.535690086992,194.25557563018782,194.25557563018782,-596.1998496124244,-596.1998496124244,-596.1998496124244,-596.1998496124244,-596.1998496124244,-596.1998496124244,0.0,0.0,0.0,-401.94427398223655
30,2012-10-01,246.94816542185595,-2912.567622724071,3195.5339666582668,246.94816542185595,246.94816542185595,-122.55847804895478,-122.55847804895478,-122.55847804895478,-122.55847804895478,-122.55847804895478,-122.55847804895478,0.0,0.0,0.0,124.38968737290116
31,2012-11-01,301.3971748732465,-1785.7964259676148,4633.849423484491,301.3971748732465,301.3971748732465,1128.5130693664373,1128.5130693664373,1128.5130693664373,1128.5130693664373,1128.5130693664373,1128.5130693664373,0.0,0.0,0.0,1429.9102442396838
32,2012-12-01,354.08976466491515,-1676.5977103548423,4167.822501071988,354.08976466491515,354.08976466491515,831.2845852527867,831.2845852527867,831.2845852527867,831.2845852527867,831.2845852527867,831.2845852527867,0.0,0.0,0.0,1185.3743499177017
33,2013-01-01,414.1122950734805,-944.668292445449,5142.388433567357,414.1122950734805,414.1122950734805,1600.7319391562182,1600.7319391562182,1600.7319391562182,1600.7319391562182,1600.7319391562182,1600.7319391562182,0.0,0.0,0.0,2014.8442342296987
34,2013-02-01,474.1348254820456,-1683.2720040765294,4468.166063476704,474.1348254820456,474.1348254820456,1018.5771339631656,1018.5771339631656,1018.5771339631656,1018.5771339631656,1018.5771339631656,1018.5771339631656,0.0,0.0,0.0,1492.711959445211
35,2013-03-01,528.348723915589,-1448.490607566776,4274.735702702913,528.348723915589,528.348723915589,833.1542106308043,833.1542106308043,833.1542106308043,833.1542106308043,833.1542106308043,833.1542106308043,0.0,0.0,0.0,1361.5029345463931
36,2013-04-01,588.3712543241538,-3399.650531848047,2850.0096071900293,588.3712543241538,588.3712543241538,-836.3121752771688,-836.3121752771688,-836.3121752771688,-836.3121752771688,-836.3121752771688,-836.3121752771688,0.0,0.0,0.0,-247.94092095301494
37,2013-05-01,653.9349103342219,-3599.671850435137,2435.0700283610504,653.9349103342219,653.9349103342219,-1169.3891253606503,-1169.3891253606503,-1169.3891253606503,-1169.3891253606503,-1169.3891253606503,-1169.3891253606503,0.0,0.0,0.0,-515.4542150264284
38,2013-06-01,721.6840215446256,-3690.1058171678405,2286.957001495651,721.6840215446256,721.6840215446256,-1290.5134473838953,-1290.5134473838953,-1290.5134473838953,-1290.5134473838953,-1290.5134473838953,-1290.5134473838953,0.0,0.0,0.0,-568.8294258392697
39,2013-07-01,787.2476775546932,-2806.4203472418703,3272.981524709303,787.2476775546932,787.2476775546932,-573.4196987160971,-573.4196987160971,-573.4196987160971,-573.4196987160971,-573.4196987160971,-573.4196987160971,0.0,0.0,0.0,213.8279788385961
40,2013-08-01,854.9967887650969,-2848.474079058423,3128.479571433874,854.9967887650969,854.9967887650969,-727.4837145210383,-727.4837145210383,-727.4837145210383,-727.4837145210383,-727.4837145210383,-727.4837145210383,0.0,0.0,0.0,127.51307424405854
41,2013-09-01,932.3675698688322,-2645.058706331528,3299.554385413445,932.3675698688322,932.3675698688322,-609.8574274339095,-609.8574274339095,-609.8574274339095,-609.8574274339095,-609.8574274339095,-609.8574274339095,0.0,0.0,0.0,322.5101424349227
42,2013-10-01,1007.2425193240596,-1997.104810564662,4064.9287903774157,1007.2425193240596,1007.2425193240596,-76.25427509933293,-76.25427509933293,-76.25427509933293,-76.25427509933293,-76.25427509933293,-76.25427509933293,0.0,0.0,0.0,930.9882442247266
43,2013-11-01,1084.613300427795,-812.0274503912547,5149.707386512077,1084.613300427795,1084.613300427795,1111.4333782566318,1111.4333782566318,1111.4333782566318,1111.4333782566318,1111.4333782566318,1111.4333782566318,0.0,0.0,0.0,2196.0466786844268
44,2013-12-01,1159.4882498830223,-928.6985203068963,5169.533627603132,1159.4882498830223,1159.4882498830223,817.1702780998216,817.1702780998216,817.1702780998216,817.1702780998216,817.1702780998216,817.1702780998216,0.0,0.0,0.0,1976.658527982844
45,2014-01-01,1248.1678110226608,21.82103284929245,5860.939409317936,1248.1678110226608,1248.1678110226608,1608.490603252188,1608.490603252188,1608.490603252188,1608.490603252188,1608.490603252188,1608.490603252188,0.0,0.0,0.0,2856.658414274849
46,2014-02-01,1336.8473721622986,-764.8781718701123,5429.127013084435,1336.8473721622986,1336.8473721622986,1008.172329468338,1008.172329468338,1008.172329468338,1008.172329468338,1008.172329468338,1008.172329468338,0.0,0.0,0.0,2345.0197016306365
47,2014-03-01,1416.9450402884233,-797.3006573401981,5485.920096475475,1416.9450402884233,1416.9450402884233,823.4791088474068,823.4791088474068,823.4791088474068,823.4791088474068,823.4791088474068,823.4791088474068,0.0,0.0,0.0,2240.4241491358302
48,2014-04-01,1505.6246014280623,-2355.4441863880797,3853.746763371459,1505.6246014280623,1505.6246014280623,-796.1762805536538,-796.1762805536538,-796.1762805536538,-796.1762805536538,-796.1762805536538,-796.1762805536538,0.0,0.0,0.0,709.4483208744085
49,2014-05-01,1602.776461502262,-2697.566718420974,3467.253193542936,1602.776461502262,1602.776461502262,-1150.5269287552255,-1150.5269287552255,-1150.5269287552255,-1150.5269287552255,-1150.5269287552255,-1150.5269287552255,0.0,0.0,0.0,452.2495327470365
50,2014-06-01,1703.1667169122688,-2754.2446546496567,3291.0501725253,1703.1667169122688,1703.1667169122688,-1297.2923465604665,-1297.2923465604665,-1297.2923465604665,-1297.2923465604665,-1297.2923465604665,-1297.2923465604665,0.0,0.0,0.0,405.8743703518023
51,2014-07-01,1800.3185769864695,-1665.087542401061,4149.446347863439,1800.3185769864695,1800.3185769864695,-603.576756623136,-603.576756623136,-603.576756623136,-603.576756623136,-603.576756623136,-603.576756623136,0.0,0.0,0.0,1196.7418203633333
52,2014-08-01,1900.7088323964774,-1686.0149107898771,4280.0604223170585,1900.7088323964774,1900.7088323964774,-737.0786905131215,-737.0786905131215,-737.0786905131215,-737.0786905131215,-737.0786905131215,-737.0786905131215,0.0,0.0,0.0,1163.630141883356
53,2014-09-01,2012.4574993922784,-1512.7922232697895,4598.746177055545,2012.4574993922784,2012.4574993922784,-622.4764514907007,-622.4764514907007,-622.4764514907007,-622.4764514907007,-622.4764514907007,-622.4764514907007,0.0,0.0,0.0,1389.9810479015778
54,2014-10-01,2120.6013706785366,-1044.2314245753885,5164.065411167407,2120.6013706785366,2120.6013706785366,-29.913353060257,-29.913353060257,-29.913353060257,-29.913353060257,-29.913353060257,-29.913353060257,0.0,0.0,0.0,2090.6880176182794
55,2014-11-01,2232.3500376743377,212.49661128737543,6542.205849237401,2232.3500376743377,2232.3500376743377,1093.2445517887566,1093.2445517887566,1093.2445517887566,1093.2445517887566,1093.2445517887566,1093.2445517887566,0.0,0.0,0.0,3325.594589463094
56,2014-12-01,2340.493908960597,189.48177464181106,6287.7204309496665,2340.493908960597,2340.493908960597,803.2349039950368,803.2349039950368,803.2349039950368,803.2349039950368,803.2349039950368,803.2349039950368,0.0,0.0,0.0,3143.7288129556337
57,2015-01-01,2462.540278597576,1044.8114660765357,7220.546403220422,2462.540278597576,2462.540278597576,1615.9482510449598,1615.9482510449598,1615.9482510449598,1615.9482510449598,1615.9482510449598,1615.9482510449598,0.0,0.0,0.0,4078.488529642536
58,2015-02-01,2584.586648234556,606.6752618060931,6594.448690189394,2584.586648234556,2584.586648234556,997.6686373269351,997.6686373269351,997.6686373269351,997.6686373269351,997.6686373269351,997.6686373269351,0.0,0.0,0.0,3582.2552855614913
