,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2009-07-01,-245.67693167564116,-613.335858475729,320.95273622831684,-245.67693167564116,-245.67693167564116,113.94933263822827,113.94933263822827,113.94933263822827,113.94933263822827,113.94933263822827,113.94933263822827,0.0,0.0,0.0,-131.7275990374129
1,2009-08-01,-236.57303861744418,-501.50779762268405,400.28691572839057,-236.57303861744418,-236.57303861744418,186.30421105548652,186.30421105548652,186.30421105548652,186.30421105548652,186.30421105548652,186.30421105548652,0.0,0.0,0.0,-50.268827561957664
2,2009-09-01,-227.46914555924715,-517.7102616268417,386.6412807264231,-227.46914555924715,-227.46914555924715,172.38596977904754,172.38596977904754,172.38596977904754,172.38596977904754,172.38596977904754,172.38596977904754,0.0,0.0,0.0,-55.08317578019961
3,2009-10-01,-218.65892647066943,-582.2557084993243,313.5495216042762,-218.65892647066943,-218.65892647066943,55.18893155247669,55.18893155247669,55.18893155247669,55.18893155247669,55.18893155247669,55.18893155247669,0.0,0.0,0.0,-163.46999491819275
4,2010-01-01,-191.64092126569767,-720.3393488075061,137.44131250660973,-191.64092126569767,-191.64092126569767,-85.125219947072,-85.125219947072,-85.125219947072,-85.125219947072,-85.125219947072,-85.125219947072,0.0,0.0,0.0,-276.76614121276964
5,2010-02-01,-182.53702826337704,-729.2296206642012,156.560151218764,-182.53702826337704,-182.53702826337704,-84.31856218479541,-84.31856218479541,-84.31856218479541,-84.31856218479541,-84.31856218479541,-84.31856218479541,0.0,0.0,0.0,-266.85559044817245
6,2010-03-01,-174.31415716450684,-701.3530935329538,228.5401955427052,-174.31415716450684,-174.31415716450684,-74.23037083936217,-74.23037083936217,-74.23037083936217,-74.23037083936217,-74.23037083936217,-74.23037083936217,0.0,0.0,0.0,-248.544528003869
7,2010-04-01,-165.2102641621862,-728.5938758553399,182.22554375276408,-165.2102641621862,-165.2102641621862,-129.10100417881014,-129.10100417881014,-129.10100417881014,-129.10100417881014,-129.10100417881014,-129.10100417881014,0.0,0.0,0.0,-294.3112683409963
8,2010-05-01,-156.40004512768238,-609.6466574381493,289.8001847095601,-156.40004512768238,-156.40004512768238,9.10755955529792,9.10755955529792,9.10755955529792,9.10755955529792,9.10755955529792,9.10755955529792,0.0,0.0,0.0,-147.29248557238446
9,2010-06-01,-147.296152078099,-564.5150168896504,309.67287715775564,-147.296152078099,-147.296152078099,12.86630797725721,12.86630797725721,12.86630797725721,12.86630797725721,12.86630797725721,12.86630797725721,0.0,0.0,0.0,-134.4298441008418
10,2010-07-01,-138.485932997857,-506.87288578180545,409.5278957461046,-138.485932997857,-138.485932997857,109.7528377546718,109.7528377546718,109.7528377546718,109.7528377546718,109.7528377546718,109.7528377546718,0.0,0.0,0.0,-28.73309524318519
11,2010-08-01,-129.38203994827361,-394.7306026835335,514.7976874187274,-129.38203994827361,-129.38203994827361,184.52115406903243,184.52115406903243,184.52115406903243,184.52115406903243,184.52115406903243,184.52115406903243,0.0,0.0,0.0,55.13911412075882
12,2010-10-01,-111.46792781844826,-500.9623589534851,425.98576283744535,-111.46792781844826,-111.46792781844826,59.36186984948856,59.36186984948856,59.36186984948856,59.36186984948856,59.36186984948856,59.36186984948856,0.0,0.0,0.0,-52.106057968959696
13,2010-11-01,-102.36403476886485,-590.8198824497256,307.9216320770459,-102.36403476886485,-102.36403476886485,-34.64816741487807,-34.64816741487807,-34.64816741487807,-34.64816741487807,-34.64816741487807,-34.64816741487807,0.0,0.0,0.0,-137.01220218374291
14,2010-12-01,-93.55381572650053,-696.2590627261578,197.4699988046044,-93.55381572650053,-93.55381572650053,-139.87363197126328,-139.87363197126328,-139.87363197126328,-139.87363197126328,-139.87363197126328,-139.87363197126328,0.0,0.0,0.0,-233.4274476977638
15,2011-01-01,-84.4499227160574,-619.4213337131343,244.29838769659386,-84.4499227160574,-84.4499227160574,-85.43347230097864,-85.43347230097864,-85.43347230097864,-85.43347230097864,-85.43347230097864,-85.43347230097864,0.0,0.0,0.0,-169.88339501703604
16,2011-02-01,-75.34602970561427,-645.241375487692,291.27183278730047,-75.34602970561427,-75.34602970561427,-86.32992096451474,-86.32992096451474,-86.32992096451474,-86.32992096451474,-86.32992096451474,-86.32992096451474,0.0,0.0,0.0,-161.675950670129
17,2011-03-01,-67.12315859940752,-579.7582816444609,244.15895646514548,-67.12315859940752,-67.12315859940752,-74.7491222577594,-74.7491222577594,-74.7491222577594,-74.7491222577594,-74.7491222577594,-74.7491222577594,0.0,0.0,0.0,-141.8722808571669
18,2011-04-01,-58.01926540009706,-624.4885801843773,229.82108796373984,-58.01926540009706,-58.01926540009706,-126.48155495249237,-126.48155495249237,-126.48155495249237,-126.48155495249237,-126.48155495249237,-126.48155495249237,0.0,0.0,0.0,-184.50082035258944
19,2011-05-01,-49.20904617495784,-499.2309597715848,429.76070599040656,-49.20904617495784,-49.20904617495784,10.300801619115342,10.300801619115342,10.300801619115342,10.300801619115342,10.300801619115342,10.300801619115342,0.0,0.0,0.0,-38.9082445558425
