,new_cases
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,9.0
10,36.0
11,180.0
12,520.0
13,706.0
14,686.0
15,691.0
16,939.0
17,901.0
18,1095.0
19,2029.0
20,3548.0
21,4861.0
22,5806.0
23,8275.0
24,10909.0
25,16540.0
26,15042.0
27,21274.0
28,25241.0
29,34219.0
30,37782.0
31,44375.0
32,46760.0
33,46606.0
34,62979.0
35,69860.0
36,73821.0
37,77955.0
38,88826.0
39,88334.0
40,93078.0
41,95223.0
42,102217.0
