,new_cases
0,0.0
1,0.0
2,0.0
3,0.0
4,8.0
5,5.0
6,2.0
7,0.0
8,96.0
9,736.0
10,2948.0
11,17668.0
12,31084.0
13,39167.0
14,28765.0
15,19418.0
16,14278.0
17,8321.0
18,6722.0
19,5137.0
20,3926.0
21,3201.0
22,2497.0
23,2290.0
24,3553.0
25,3677.0
26,2836.0
27,2469.0
28,2770.0
29,3695.0
30,4624.0
31,5998.0
32,7562.0
33,9411.0
34,8907.0
35,8214.0
36,9443.0
37,11987.0
38,12725.0
39,15097.0
40,23627.0
41,39110.0
42,67207.0
