date,n_listings
2020-10-1,694
2020-7-1,945
2020-8-1,861
2020-9-1,777
2020-6-1,1029
2020-5-1,1076
2020-4-1,1117
2020-3-1,1180
2020-2-1,1188
2020-1-1,1196
2019-12-1,1191
2019-11-1,1277
2019-10-1,1260
2019-9-1,1304
2019-8-1,1327
2019-7-1,1377
2019-6-1,1369
2019-5-1,1372
2019-4-1,1350
2019-3-1,1338
2019-2-1,1304
2019-1-1,1272
2018-12-1,1325
2018-11-1,1300
