date,n_listings
2020-10-1,1428
2020-7-1,2223
2020-8-1,1958
2020-9-1,1693
2020-6-1,2488
2020-5-1,2624
2020-4-1,2729
2020-3-1,2940
2020-2-1,2939
2020-1-1,3009
2019-12-1,3109
2019-11-1,3103
2019-10-1,3131
2019-9-1,3020
2019-8-1,2977
2019-7-1,2924
2019-6-1,2877
2019-5-1,2710
2019-4-1,2651
