,new_cases
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,11
10,22
11,125
12,387
13,520
14,459
15,383
16,401
17,369
18,548
19,395
20,304
21,316
22,565
23,828
24,1301
25,1404
26,1889
27,1940
28,2409
29,2179
30,2339
31,2175
32,1990
33,1675
34,1617
35,1490
36,1293
37,1464
38,2019
39,1950
40,2492
41,2270
42,2569
