date,n_listings
2020-10-1,24030
2020-8-1,31513
2020-9-1,27771
2020-7-1,35255
2020-6-1,35731
2020-5-1,35793
2020-4-1,35870
2020-3-1,36085
2020-2-1,36461
2020-1-1,34754
2019-12-1,34551
2019-11-1,33715
2019-10-1,33724
2019-9-1,34329
2019-8-1,34969
2019-7-1,35451
2019-6-1,35736
2019-5-1,35847
2019-4-1,36099
2019-3-1,36378
2019-2-1,35887
2019-1-1,35350
2018-12-1,35727
2018-11-1,35602
2018-10-1,36374
2018-9-1,37245
2018-8-1,38174
2018-7-1,38875
2018-6-1,39173
2018-5-1,39471
2018-4-1,39743
