date,n_listings
2020-10-1,1157
2020-8-1,1325
2020-9-1,1241
2020-7-1,1409
2020-6-1,1518
2020-5-1,1558
2020-4-1,1620
2020-3-1,1683
2020-2-1,1586
2020-1-1,1462
2019-12-1,1487
2019-11-1,1411
2019-10-1,1307
2019-9-1,1248
2019-8-1,1254
2019-7-1,1210
2019-6-1,1260
2019-5-1,1363
2019-4-1,1319
2019-3-1,1321
2019-2-1,1305
2019-1-1,1255
2018-12-1,1277
2018-11-1,1278
2018-10-1,1203
2018-9-1,1101
2018-8-1,1039
2018-7-1,1013
