date,n_listings
2020-10-1,18723
2020-7-1,22727
2020-8-1,21392
2020-9-1,20057
2020-6-1,24062
2020-5-1,24079
2020-4-1,24318
2020-3-1,24347
2020-2-1,24591
2020-1-1,24404
2019-12-1,24458
2019-11-1,24197
2019-10-1,23551
2019-9-1,23251
2019-8-1,23368
2019-7-1,23095
2019-6-1,22790
2019-5-1,22486
2019-4-1,22283
2019-3-1,22101
2019-2-1,21923
2019-1-1,21954
2018-12-1,22232
2018-11-1,21765
2018-10-1,21158
2018-9-1,20726
2018-8-1,20551
2018-7-1,20198
2018-5-1,20212
2018-6-1,20205
2018-4-1,20219
