,city,week1,week2,week3,week4,week5,week6,week7,week8,week9,week10,week11,week12,week13,week14,week15,week16,week17,week18,week19,week20,week21,week22,week23,week24,week25,week26,week27,week28,week29,week30,week31,week32,week33,week34,week35,week36,week37,week38,week39,week40,week41,week42,week43
10,Jersey City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9459101490553132,4.532599493153256,7.504942068396171,9.347751727799142,10.090796650841122,10.100122843969542,10.062711058084105,10.07483241861645,9.781715320606217,9.374922172292127,8.962263554116761,8.964567702601611,8.747034264178168,8.221478947267192,7.907651594711089,7.724004656676065,7.621195162809845,7.7057128238944275,7.5480289699350145,7.303843225277705,7.855932199718614,8.002359546252707,7.793174347189205,7.894690850425624,7.620705086838262,7.658227526161352,7.803026643632217,7.854381210652365,8.048468743668883,8.239329427901795,8.445697189711167,8.599141774063405,8.761863373274727,9.042631527550073
11,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58351893845611,5.327876168789581,7.126087273299125,8.336390480591552,8.952993499320474,9.030854790001436,9.052516286782616,9.378563004390635,9.346006983397716,9.477692177954713,9.405907155520158,9.537627699020323,9.791102421941337,9.810823867672708,9.905685136079615,10.12543038327382,10.529960599828081,10.910404785623465,10.911810369856777,11.06490248157219,11.141397907889761,10.924210369209531,10.714395546283317,11.118444806295598,10.647993025371216,10.497946353595198,10.380839119444403,10.033638237001172,10.063819091438468,10.082010236072934,9.972173710324576,10.036750159040897,9.939771264613375,10.332441296713197
12,Oakland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58351893845611,5.327876168789581,7.126087273299125,8.336390480591552,8.952993499320474,9.030854790001436,9.052516286782616,9.378563004390635,9.346006983397716,9.477692177954713,9.405907155520158,9.537627699020323,9.791102421941337,9.810823867672708,9.905685136079615,10.12543038327382,10.529960599828081,10.910404785623465,10.911810369856777,11.06490248157219,11.141397907889761,10.924210369209531,10.714395546283317,11.118444806295598,10.647993025371216,10.497946353595198,10.380839119444403,10.033638237001172,10.063819091438468,10.082010236072934,9.972173710324576,10.036750159040897,9.939771264613375,10.332441296713197
13,Pacific Grove,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58351893845611,5.327876168789581,7.126087273299125,8.336390480591552,8.952993499320474,9.030854790001436,9.052516286782616,9.378563004390635,9.346006983397716,9.477692177954713,9.405907155520158,9.537627699020323,9.791102421941337,9.810823867672708,9.905685136079615,10.12543038327382,10.529960599828081,10.910404785623465,10.911810369856777,11.06490248157219,11.141397907889761,10.924210369209531,10.714395546283317,11.118444806295598,10.647993025371216,10.497946353595198,10.380839119444403,10.033638237001172,10.063819091438468,10.082010236072934,9.972173710324576,10.036750159040897,9.939771264613375,10.332441296713197
14,San Diego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58351893845611,5.327876168789581,7.126087273299125,8.336390480591552,8.952993499320474,9.030854790001436,9.052516286782616,9.378563004390635,9.346006983397716,9.477692177954713,9.405907155520158,9.537627699020323,9.791102421941337,9.810823867672708,9.905685136079615,10.12543038327382,10.529960599828081,10.910404785623465,10.911810369856777,11.06490248157219,11.141397907889761,10.924210369209531,10.714395546283317,11.118444806295598,10.647993025371216,10.497946353595198,10.380839119444403,10.033638237001172,10.063819091438468,10.082010236072934,9.972173710324576,10.036750159040897,9.939771264613375,10.332441296713197
15,San Francisco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58351893845611,5.327876168789581,7.126087273299125,8.336390480591552,8.952993499320474,9.030854790001436,9.052516286782616,9.378563004390635,9.346006983397716,9.477692177954713,9.405907155520158,9.537627699020323,9.791102421941337,9.810823867672708,9.905685136079615,10.12543038327382,10.529960599828081,10.910404785623465,10.911810369856777,11.06490248157219,11.141397907889761,10.924210369209531,10.714395546283317,11.118444806295598,10.647993025371216,10.497946353595198,10.380839119444403,10.033638237001172,10.063819091438468,10.082010236072934,9.972173710324576,10.036750159040897,9.939771264613375,10.332441296713197
16,San Mateo County,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58351893845611,5.327876168789581,7.126087273299125,8.336390480591552,8.952993499320474,9.030854790001436,9.052516286782616,9.378563004390635,9.346006983397716,9.477692177954713,9.405907155520158,9.537627699020323,9.791102421941337,9.810823867672708,9.905685136079615,10.12543038327382,10.529960599828081,10.910404785623465,10.911810369856777,11.06490248157219,11.141397907889761,10.924210369209531,10.714395546283317,11.118444806295598,10.647993025371216,10.497946353595198,10.380839119444403,10.033638237001172,10.063819091438468,10.082010236072934,9.972173710324576,10.036750159040897,9.939771264613375,10.332441296713197
17,Santa Clara County,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58351893845611,5.327876168789581,7.126087273299125,8.336390480591552,8.952993499320474,9.030854790001436,9.052516286782616,9.378563004390635,9.346006983397716,9.477692177954713,9.405907155520158,9.537627699020323,9.791102421941337,9.810823867672708,9.905685136079615,10.12543038327382,10.529960599828081,10.910404785623465,10.911810369856777,11.06490248157219,11.141397907889761,10.924210369209531,10.714395546283317,11.118444806295598,10.647993025371216,10.497946353595198,10.380839119444403,10.033638237001172,10.063819091438468,10.082010236072934,9.972173710324576,10.036750159040897,9.939771264613375,10.332441296713197
18,Santa Cruz County,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58351893845611,5.327876168789581,7.126087273299125,8.336390480591552,8.952993499320474,9.030854790001436,9.052516286782616,9.378563004390635,9.346006983397716,9.477692177954713,9.405907155520158,9.537627699020323,9.791102421941337,9.810823867672708,9.905685136079615,10.12543038327382,10.529960599828081,10.910404785623465,10.911810369856777,11.06490248157219,11.141397907889761,10.924210369209531,10.714395546283317,11.118444806295598,10.647993025371216,10.497946353595198,10.380839119444403,10.033638237001172,10.063819091438468,10.082010236072934,9.972173710324576,10.036750159040897,9.939771264613375,10.332441296713197
19,Nashville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681096,3.6109179126442243,6.1463292576688975,6.940222469119639,7.64826303090192,7.424165281042028,7.47477218239787,7.862497197230545,8.163656176168432,7.500529485395295,7.784889295655098,7.922261058353247,7.959275960116396,8.124446855715847,8.306965865368573,8.449128460502108,8.531293315795018,9.329011901693681,9.261983605128021,9.690046776683303,9.669156655581341,9.660906307329443,9.479298235429685,9.305377787310935,9.233079858945672,9.12467354521909,9.306740866262498,8.94884572927805,9.366574594006819,9.157150543462064,9.013838751608395,9.511037381505458,9.548810611260068,9.843949839819931
20,New Orleans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.51085950651685,6.617402977974478,7.902487437162855,9.155989777226102,8.934059722248843,8.111928063310739,7.953669778649798,7.850882664809852,7.72356247227797,7.949091499830517,7.914983005848394,7.91862865334224,7.972810784121404,8.24380842366528,8.058327306580958,8.773229786032473,9.103979355984773,9.464750005164392,9.516721521860449,9.672122799562842,9.40705780905387,9.363318936573263,8.782629654920699,8.522379718103538,8.635153989049803,8.555836815008442,8.439663988907,8.260751354700513,8.247482004285693,8.201111644442758,8.4906438561827,8.36240897761537,8.456806041401142
21,New York City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.605170185988092,6.437751649736401,9.577757412446818,10.699777792012942,11.043225789525856,11.107420356062043,10.898460066444478,10.720178919187529,10.253122775683622,9.851193757814993,9.597437822726162,9.340929941679784,9.133027268873512,8.899457906353966,8.561784074744113,8.43663368355782,8.434680769841773,8.432288684325794,8.428580533059634,8.537387898701757,8.503094267036737,8.425735580927402,8.425735580927402,8.444407421690585,8.349957272040324,8.381144346952961,8.59452453435256,8.489821994620105,8.619027497297505,8.652947112393857,9.100190628475195,9.18039649560311,9.209940291954844,9.322239464473592
22,Portland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4849066497880004,3.1354942159291497,4.836281906951478,5.961005339623274,6.255750041753367,6.131226489483141,5.950642552587727,5.996452088619021,5.91350300563827,6.3080984415095305,5.981414211254481,5.720311776607412,5.75890177387728,6.338594078203183,6.720220155135295,7.171656822768514,7.247792581767846,7.5443321080536885,7.57095858316901,7.787382026484701,7.687080155783135,7.757906208351747,7.685243607975833,7.596392304064196,7.424165281042028,7.388946097618437,7.307202314764738,7.165493475060845,7.289610521451167,7.61085279039525,7.576097340623111,7.821242083523558,7.7279755421055585,7.851661177889265
23,Salem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4849066497880004,3.1354942159291497,4.836281906951478,5.961005339623274,6.255750041753367,6.131226489483141,5.950642552587727,5.996452088619021,5.91350300563827,6.3080984415095305,5.981414211254481,5.720311776607412,5.75890177387728,6.338594078203183,6.720220155135295,7.171656822768514,7.247792581767846,7.5443321080536885,7.57095858316901,7.787382026484701,7.687080155783135,7.757906208351747,7.685243607975833,7.596392304064196,7.424165281042028,7.388946097618437,7.307202314764738,7.165493475060845,7.289610521451167,7.61085279039525,7.576097340623111,7.821242083523558,7.7279755421055585,7.851661177889265
24,Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2.8903717578961645,4.543294782270004,5.720311776607412,6.598509028614515,7.597396320212795,7.633369649679584,7.848933726364071,7.5678626054638825,7.555381944240273,7.2640301428995295,7.00488198971286,6.742880635791903,6.478509642208569,6.1463292576688975,5.921578419643816,5.886104031450156,5.6131281063880705,5.3230099791384085,6.1779441140506,6.068425588244111,6.683360945766275,6.785587645007929,6.411818267709897,6.620073206530356,6.46302945692067,6.424869023905388,6.363028103540465,6.663132695990803,6.251903883165888,6.879355804460439,7.231287004327616,7.321849713788356,7.86172707782398
25,Seattle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5553480614894135,5.648974238161206,6.873163834212518,7.533693709848633,7.9269635448629785,7.889459149404524,7.634820677745543,7.566828479208331,7.490529402060711,7.469654172932128,7.403670290012373,7.359467638255621,7.4645098346365275,7.491087593534876,7.698029170272805,7.784889295655098,8.016317898503415,8.304989580140361,8.434028950155469,8.616133139271142,8.620110725422924,8.62299361030245,8.479698986988657,8.373553741214627,8.245909264774093,7.983098940710892,7.886832998955057,7.830822995135316,8.003363058629947,7.772331575169614,8.197538739721184,8.185907481482324,8.193400231952097,8.550047528287184,8.45807992692373
26,Twin Cities MSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,4.844187086458591,5.402677381872279,5.932245187448011,6.20050917404269,6.473890696352274,6.957497370876951,7.8628820346414905,8.268731832117737,8.328934041955529,8.4040244933106,8.53817159780143,8.07153089355666,7.888709524182015,7.302496423727326,7.803843303538772,7.874739125171811,7.858640655620791,8.329899292995725,8.274866820685254,8.507142855562735,8.475328987317539,8.507546814364431,8.355850041007475,8.396831834745054,8.631592731724734,8.593969030218286,8.22282213081366,8.649448770536708,8.812545770172239,8.866863661202087,9.0410929746695,9.263407092912875,9.3048320350689
27,Washington D.C.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2.772588722239781,4.418840607796598,5.501258210544727,6.487684018484611,6.777646593635117,6.823286122355687,6.955592608396297,7.069874128458572,7.136483208590247,6.747586526829315,6.738152494595957,6.728628613084702,6.2766434893416445,6.077642243349034,5.537334267018537,5.43372200355424,5.459585514144159,5.902633333401366,6.028278520230698,6.253828811575473,6.20455776256869,6.173786103901937,6.148468295917647,5.916202062607435,5.91350300563827,5.771441123130016,5.749392985908253,5.8971538676367405,5.69035945432406,5.598421958998375,6.144185634125646,5.958424693029782,5.986452005284438
