,new_cases
0,0.0
1,0.0
2,1.0
3,0.0
4,1.0
5,0.0
6,1.0
7,1.0
8,11.0
9,10.0
10,184.0
11,641.0
12,1124.0
13,1992.0
14,3186.0
15,5873.0
16,8848.0
17,10845.0
18,14375.0
19,18992.0
20,23259.0
21,26485.0
22,29808.0
23,33874.0
24,37190.0
25,38430.0
26,42704.0
27,44030.0
28,49532.0
29,49369.0
30,45010.0
31,41033.0
32,37994.0
33,36666.0
34,37849.0
35,37337.0
36,33912.0
37,28177.0
38,31936.0
39,30526.0
40,29787.0
41,18914.0
42,36893.0
