date,n_listings
2020-10-1,20373
2020-7-1,23193
2020-8-1,22253
2020-9-1,21313
2020-6-1,24134
2020-5-1,23828
2020-4-1,23729
2020-3-1,23968
2020-2-1,24113
2020-1-1,24083
2019-12-1,23605
2019-11-1,22877
2019-10-1,21968
2019-9-1,21646
2019-8-1,21228
2019-7-1,20715
2019-5-1,19377
2019-6-1,20046
2019-4-1,18708
2019-3-1,18222
