,new_cases
0,0.0
1,0.0
2,0.0
3,4.0
4,7.0
5,3.0
6,1.0
7,7.0
8,4.0
9,48.0
10,175.0
11,849.0
12,2711.0
13,1878.0
14,602.0
15,297.0
16,117.0
17,80.0
18,146.0
19,107.0
20,70.0
21,79.0
22,70.0
23,47.0
24,134.0
25,205.0
26,721.0
27,1191.0
28,1888.0
29,2509.0
30,3332.0
31,3416.0
32,2337.0
33,1567.0
34,945.0
35,660.0
36,400.0
37,278.0
38,131.0
39,105.0
40,123.0
41,139.0
42,116.0
