,new_cases
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,7
10,48
11,278
12,2218
13,4260
14,6672
15,5439
16,5708
17,6917
18,7321
19,8915
20,7564
21,8939
22,10691
23,12876
24,23747
25,37127
26,46511
27,63419
28,66372
29,56626
30,48829
31,55877
32,49220
33,41955
34,32817
35,27956
36,21124
37,29100
38,46598
39,30762
40,26584
41,31301
42,38596
