date,n_listings
2020-10-1,2613
2020-9-1,2631
2020-8-1,2681
2020-7-1,2790
2020-6-1,2899
2020-5-1,2949
2020-4-1,3015
2020-3-1,3237
2020-2-1,3291
2020-1-1,3293
2019-12-1,3367
2019-11-1,3310
2019-10-1,3236
2019-9-1,3206
2019-8-1,3237
2019-7-1,3268
2019-6-1,3173
2019-5-1,3087
2019-4-1,3041
2019-3-1,2996
2019-2-1,2830
