date,n_listings
2020-10-1,6295
2020-9-1,6397
2020-8-1,6550
2020-7-1,7089
2020-6-1,7628
2020-5-1,7889
2020-4-1,8520
2020-3-1,8804
2020-2-1,8892
2020-1-1,8844
2019-12-1,8776
2019-11-1,8533
2019-10-1,8408
2019-9-1,8852
2019-8-1,8652
2019-7-1,8500
2019-6-1,8288
2019-5-1,8169
2019-4-1,8096
2019-3-1,7967
2019-2-1,7803
2019-1-1,7810
2018-12-1,7626
2018-11-1,7594
2018-10-1,7666
2018-9-1,7776
2018-8-1,7561
2018-7-1,7331
2018-6-1,7104
2018-5-1,6877
2018-4-1,6978
2017-5-1,5207
2015-10-1,5147
