date,n_listings
2020-10-1,19180
2020-7-1,21163
2020-8-1,20502
2020-9-1,19841
2020-6-1,21824
2020-5-1,21662
2020-4-1,21801
2020-3-1,21811
2020-2-1,21663
2020-1-1,21477
2019-12-1,21157
2019-11-1,20571
2019-10-1,20568
2019-9-1,20273
2019-8-1,20037
2019-7-1,19357
2019-6-1,19030
2019-5-1,18348
2019-4-1,17868
2019-3-1,17229
