,new_cases
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,2.0
10,22.0
11,216.0
12,947.0
13,398.0
14,443.0
15,1006.0
16,1327.0
17,1975.0
18,3084.0
19,4935.0
20,6988.0
21,9624.0
22,15006.0
23,19763.0
24,26945.0
25,39119.0
26,56177.0
27,76207.0
28,86695.0
29,83321.0
30,69090.0
31,49898.0
32,30465.0
33,23392.0
34,15506.0
35,14333.0
36,11330.0
37,11442.0
38,9842.0
39,10218.0
40,11180.0
41,11235.0
42,12115.0
