,new_cases
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,2
10,36
11,466
12,1032
13,2096
14,1675
15,1762
16,2597
17,3510
18,1808
19,2403
20,2757
21,2861
22,3375
23,4051
24,4670
25,5070
26,11259
27,10529
28,16155
29,15821
30,15691
31,13085
32,10996
33,10229
34,9178
35,11011
36,7698
37,11690
38,9481
39,8215
40,13507
41,14027
42,18843
