date,n_listings
2020-10-1,8955
2020-9-1,8590
2020-8-1,8408
2020-7-1,9488
2020-6-1,10568
2020-5-1,10669
2020-4-1,10904
2020-3-1,11050
2020-2-1,11000
2020-1-1,10945
2019-12-1,10896
2019-11-1,10492
2019-10-1,10070
2019-9-1,9921
2019-8-1,9698
2019-7-1,9525
2019-6-1,9369
2019-5-1,9179
2019-4-1,8606
2019-3-1,8518
2019-2-1,8354
2019-1-1,8109
2018-12-1,7777
2018-11-1,7717
2018-10-1,7638
2018-9-1,7228
2018-8-1,6784
